工場,製品ID,パターン,製品名,販売先,原料CD,原料名,製造所,補正区分,配合量(kg),秤量区分,秤量場所,投入G番号,投入G名称,使用状況,備考
ゆめが丘工場,390,2,コフチールこども鼻炎シロップS,福地製薬,133,クエン酸水和物,昭和化工㈱(南さつま工場),通常,0.4,前添,えき工場1F,1,,使用終了,(使用終了)【品証チェック済】白糖・精製白糖2017.2入荷分より一括管理・d-クロルフェニラミン2017.11～結晶から粉砕品に変更 最終承認日:2024.09.17
ゆめが丘工場,390,2,コフチールこども鼻炎シロップS,福地製薬,136,クエン酸ナトリウム水和物,昭和化工㈱(南さつま工場),通常,1.4,前添,えき工場1F,1,,使用終了,(使用終了)【品証チェック済】白糖・精製白糖2017.2入荷分より一括管理・d-クロルフェニラミン2017.11～結晶から粉砕品に変更 最終承認日:2024.09.17
ゆめが丘工場,390,2,コフチールこども鼻炎シロップS,福地製薬,143,グリチルリチン酸二カリウム,丸善製薬㈱,補正対象,1.32,前添,えき工場1F,1,,使用終了,(使用終了)【品証チェック済】白糖・精製白糖2017.2入荷分より一括管理・d-クロルフェニラミン2017.11～結晶から粉砕品に変更 最終承認日:2024.09.17
ゆめが丘工場,390,2,コフチールこども鼻炎シロップS,福地製薬,248,グラニュ糖 GN,DM三井製糖㈱,通常,200,前添,えき工場1F,1,端数,使用終了,(使用終了)【品証チェック済】白糖・精製白糖2017.2入荷分より一括管理・d-クロルフェニラミン2017.11～結晶から粉砕品に変更 最終承認日:2024.09.17
ゆめが丘工場,390,2,コフチールこども鼻炎シロップS,福地製薬,363,（使用終了）エチルパラベン(パラオキシ安息香酸エチル),みどり化学㈱,通常,0.05,前添,えき工場1F,1,,使用終了,(使用終了)【品証チェック済】白糖・精製白糖2017.2入荷分より一括管理・d-クロルフェニラミン2017.11～結晶から粉砕品に変更 最終承認日:2024.09.17
ゆめが丘工場,390,2,コフチールこども鼻炎シロップS,福地製薬,364,パラオキシ安息香酸ブチル,上野製薬㈱,通常,0.1,前添,えき工場1F,1,,使用終了,(使用終了)【品証チェック済】白糖・精製白糖2017.2入荷分より一括管理・d-クロルフェニラミン2017.11～結晶から粉砕品に変更 最終承認日:2024.09.17
ゆめが丘工場,390,2,コフチールこども鼻炎シロップS,福地製薬,405,日本薬局方 プロピレングリコール,㈱ADEKA,通常,42.4,前添,えき工場1F,1,端数,使用終了,(使用終了)【品証チェック済】白糖・精製白糖2017.2入荷分より一括管理・d-クロルフェニラミン2017.11～結晶から粉砕品に変更 最終承認日:2024.09.17
ゆめが丘工場,390,2,コフチールこども鼻炎シロップS,福地製薬,5,dl-メチルエフェドリン塩酸塩,アルプス薬品工業㈱,通常,1.4,前添,えき工場1F,1,,使用終了,(使用終了)【品証チェック済】白糖・精製白糖2017.2入荷分より一括管理・d-クロルフェニラミン2017.11～結晶から粉砕品に変更 最終承認日:2024.09.17
ゆめが丘工場,390,2,コフチールこども鼻炎シロップS,福地製薬,53,安息香酸ナトリウム,㈱伏見製薬所,通常,0.44,前添,えき工場1F,1,,使用終了,(使用終了)【品証チェック済】白糖・精製白糖2017.2入荷分より一括管理・d-クロルフェニラミン2017.11～結晶から粉砕品に変更 最終承認日:2024.09.17
ゆめが丘工場,390,2,コフチールこども鼻炎シロップS,福地製薬,575,ベラドンナ総アルカロイド,アルプス薬品工業㈱,補正対象,0.006,前添,えき工場1F,1,,使用終了,(使用終了)【品証チェック済】白糖・精製白糖2017.2入荷分より一括管理・d-クロルフェニラミン2017.11～結晶から粉砕品に変更 最終承認日:2024.09.17
ゆめが丘工場,390,2,コフチールこども鼻炎シロップS,福地製薬,578,ストロベリーエッセンス,長谷川香料㈱,通常,0.636,前添,えき工場1F,1,,使用終了,(使用終了)【品証チェック済】白糖・精製白糖2017.2入荷分より一括管理・d-クロルフェニラミン2017.11～結晶から粉砕品に変更 最終承認日:2024.09.17
ゆめが丘工場,390,2,コフチールこども鼻炎シロップS,福地製薬,7,d-クロルフェニラミンマレイン酸塩 粉砕品,金剛化学㈱,通常,0.08,前添,えき工場1F,1,,使用終了,(使用終了)【品証チェック済】白糖・精製白糖2017.2入荷分より一括管理・d-クロルフェニラミン2017.11～結晶から粉砕品に変更 最終承認日:2024.09.17
ゆめが丘工場,390,2,コフチールこども鼻炎シロップS,福地製薬,77,エタノール,コニシ㈱,通常,8.152,前添,えき工場1F,1,,使用終了,(使用終了)【品証チェック済】白糖・精製白糖2017.2入荷分より一括管理・d-クロルフェニラミン2017.11～結晶から粉砕品に変更 最終承認日:2024.09.17
ゆめが丘工場,390,2,コフチールこども鼻炎シロップS,福地製薬,9,ソルビトールS(日本薬局方 D-ソルビトール液),物産フードサイエンス㈱,通常,280,前添,えき工場1F,1,端数,使用終了,(使用終了)【品証チェック済】白糖・精製白糖2017.2入荷分より一括管理・d-クロルフェニラミン2017.11～結晶から粉砕品に変更 最終承認日:2024.09.17
ゆめが丘工場,390,3,コフチールこども鼻炎シロップS,福地製薬,133,クエン酸水和物,昭和化工㈱(南さつま工場),通常,0.4,前添,えき工場1F,1,,使用中,【承認済】パラオキシ安息香酸エチル(エチルパラベン)製造所変更 作成日2024.07.12 最終承認日:2024.08.06
ゆめが丘工場,390,3,コフチールこども鼻炎シロップS,福地製薬,136,クエン酸ナトリウム水和物,昭和化工㈱(南さつま工場),通常,1.4,前添,えき工場1F,1,,使用中,【承認済】パラオキシ安息香酸エチル(エチルパラベン)製造所変更 作成日2024.07.12 最終承認日:2024.08.06
ゆめが丘工場,390,3,コフチールこども鼻炎シロップS,福地製薬,143,グリチルリチン酸二カリウム,丸善製薬㈱,補正対象,1.32,前添,えき工場1F,1,,使用中,【承認済】パラオキシ安息香酸エチル(エチルパラベン)製造所変更 作成日2024.07.12 最終承認日:2024.08.06
ゆめが丘工場,390,3,コフチールこども鼻炎シロップS,福地製薬,248,グラニュ糖 GN,DM三井製糖㈱,通常,200,前添,えき工場1F,1,端数,使用中,【承認済】パラオキシ安息香酸エチル(エチルパラベン)製造所変更 作成日2024.07.12 最終承認日:2024.08.06
ゆめが丘工場,390,3,コフチールこども鼻炎シロップS,福地製薬,364,パラオキシ安息香酸ブチル,上野製薬㈱,通常,0.1,前添,えき工場1F,1,,使用中,【承認済】パラオキシ安息香酸エチル(エチルパラベン)製造所変更 作成日2024.07.12 最終承認日:2024.08.06
ゆめが丘工場,390,3,コフチールこども鼻炎シロップS,福地製薬,405,日本薬局方 プロピレングリコール,㈱ADEKA,通常,42.4,前添,えき工場1F,1,端数,使用中,【承認済】パラオキシ安息香酸エチル(エチルパラベン)製造所変更 作成日2024.07.12 最終承認日:2024.08.06
ゆめが丘工場,390,3,コフチールこども鼻炎シロップS,福地製薬,5,dl-メチルエフェドリン塩酸塩,アルプス薬品工業㈱,通常,1.4,前添,えき工場1F,1,,使用中,【承認済】パラオキシ安息香酸エチル(エチルパラベン)製造所変更 作成日2024.07.12 最終承認日:2024.08.06
ゆめが丘工場,390,3,コフチールこども鼻炎シロップS,福地製薬,53,安息香酸ナトリウム,㈱伏見製薬所,通常,0.44,前添,えき工場1F,1,,使用中,【承認済】パラオキシ安息香酸エチル(エチルパラベン)製造所変更 作成日2024.07.12 最終承認日:2024.08.06
ゆめが丘工場,390,3,コフチールこども鼻炎シロップS,福地製薬,575,ベラドンナ総アルカロイド,アルプス薬品工業㈱,補正対象,0.006,前添,えき工場1F,1,,使用中,【承認済】パラオキシ安息香酸エチル(エチルパラベン)製造所変更 作成日2024.07.12 最終承認日:2024.08.06
ゆめが丘工場,390,3,コフチールこども鼻炎シロップS,福地製薬,578,ストロベリーエッセンス,長谷川香料㈱,通常,0.636,前添,えき工場1F,1,,使用中,【承認済】パラオキシ安息香酸エチル(エチルパラベン)製造所変更 作成日2024.07.12 最終承認日:2024.08.06
ゆめが丘工場,390,3,コフチールこども鼻炎シロップS,福地製薬,7,d-クロルフェニラミンマレイン酸塩 粉砕品,金剛化学㈱,通常,0.08,前添,えき工場1F,1,,使用中,【承認済】パラオキシ安息香酸エチル(エチルパラベン)製造所変更 作成日2024.07.12 最終承認日:2024.08.06
ゆめが丘工場,390,3,コフチールこども鼻炎シロップS,福地製薬,77,エタノール,コニシ㈱,通常,8.152,前添,えき工場1F,1,,使用中,【承認済】パラオキシ安息香酸エチル(エチルパラベン)製造所変更 作成日2024.07.12 最終承認日:2024.08.06
ゆめが丘工場,390,3,コフチールこども鼻炎シロップS,福地製薬,856,エチルパラベン(パラオキシ安息香酸エチル),上野製薬㈱,通常,0.05,前添,えき工場1F,1,,使用中,【承認済】パラオキシ安息香酸エチル(エチルパラベン)製造所変更 作成日2024.07.12 最終承認日:2024.08.06
ゆめが丘工場,390,3,コフチールこども鼻炎シロップS,福地製薬,9,ソルビトールS(日本薬局方 D-ソルビトール液),物産フードサイエンス㈱,通常,280,前添,えき工場1F,1,端数,使用中,【承認済】パラオキシ安息香酸エチル(エチルパラベン)製造所変更 作成日2024.07.12 最終承認日:2024.08.06
ゆめが丘工場,391,1,ボルカインAX注入軟膏(自社),キリン堂,133,クエン酸水和物,昭和化工㈱(南さつま工場),通常,0.0414,前添,ひかり工場,1,,使用終了,(使用終了)
ゆめが丘工場,391,1,ボルカインAX注入軟膏(自社),キリン堂,315,MIGLYOL 812N  中性油,綿半トレーディング㈱,通常,4.761,前添,ひかり工場,1,,使用終了,(使用終了)
ゆめが丘工場,391,1,ボルカインAX注入軟膏(自社),キリン堂,355,白色ワセリン,小城製薬㈱,通常,2.484,前添,ひかり工場,1,,使用終了,(使用終了)
ゆめが丘工場,391,1,ボルカインAX注入軟膏(自社),キリン堂,359,（使用終了）ハッカ油,小城製薬㈱,通常,0.0306,前添,ひかり工場,1,,使用終了,(使用終了)
ゆめが丘工場,391,1,ボルカインAX注入軟膏(自社),キリン堂,402,プレドニゾロン酢酸エステル,Henan Lihua,通常,0.0213,前添,ひかり工場,1,,使用終了,(使用終了)
ゆめが丘工場,391,1,ボルカインAX注入軟膏(自社),キリン堂,421,HCO-60(医薬用)(ポリオキシエチレン硬化ヒマシ油),日本サーファクタント工業㈱,通常,0.2691,前添,ひかり工場,1,,使用終了,(使用終了)
ゆめが丘工場,391,1,ボルカインAX注入軟膏(自社),キリン堂,422,BC-15(ポリオキシエチレンセチルエーテル),日本サーファクタント工業㈱,通常,1.035,前添,ひかり工場,1,,使用終了,(使用終了)
ゆめが丘工場,391,1,ボルカインAX注入軟膏(自社),キリン堂,429,マクロゴール 400,日油㈱,通常,21.0789,前添,ひかり工場,1,,使用終了,(使用終了)
ゆめが丘工場,391,1,ボルカインAX注入軟膏(自社),キリン堂,430,マクロゴール 4000(日油),日油㈱,通常,8.694,前添,ひかり工場,1,,使用終了,(使用終了)
ゆめが丘工場,391,1,ボルカインAX注入軟膏(自社),キリン堂,465,リドカイン(DELTA),DELTA,通常,1.242,前添,ひかり工場,1,,使用終了,(使用終了)
ゆめが丘工場,391,1,ボルカインAX注入軟膏(自社),キリン堂,50,アラントイン,川研ファインケミカル㈱,通常,0.4223,前添,ひかり工場,1,,使用終了,(使用終了)
ゆめが丘工場,391,1,ボルカインAX注入軟膏(自社),キリン堂,58,イソプロピルメチルフェノール(化学品名:O-シメン-5-オール),大阪化成㈱,通常,0.0414,前添,ひかり工場,1,,使用終了,(使用終了)
ゆめが丘工場,391,1,ボルカインAX注入軟膏(自社),キリン堂,679,トコフェロール酢酸エステル(三菱ケミカル),三菱ケミカル㈱(NHU),補正対象,1.279,前添,ひかり工場,1,,使用終了,(使用終了)
ゆめが丘工場,391,2,ボルカインAX注入軟膏(自社),キリン堂,133,クエン酸水和物,昭和化工㈱(南さつま工場),通常,0.0736,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,391,2,ボルカインAX注入軟膏(自社),キリン堂,315,MIGLYOL 812N  中性油,綿半トレーディング㈱,通常,8.464,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,391,2,ボルカインAX注入軟膏(自社),キリン堂,355,白色ワセリン,小城製薬㈱,通常,4.416,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,391,2,ボルカインAX注入軟膏(自社),キリン堂,359,（使用終了）ハッカ油,小城製薬㈱,通常,0.0544,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,391,2,ボルカインAX注入軟膏(自社),キリン堂,402,プレドニゾロン酢酸エステル,Henan Lihua,通常,0.0379,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,391,2,ボルカインAX注入軟膏(自社),キリン堂,421,HCO-60(医薬用)(ポリオキシエチレン硬化ヒマシ油),日本サーファクタント工業㈱,通常,0.4784,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,391,2,ボルカインAX注入軟膏(自社),キリン堂,422,BC-15(ポリオキシエチレンセチルエーテル),日本サーファクタント工業㈱,通常,1.84,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,391,2,ボルカインAX注入軟膏(自社),キリン堂,429,マクロゴール 400,日油㈱,通常,37.473,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,391,2,ボルカインAX注入軟膏(自社),キリン堂,430,マクロゴール 4000(日油),日油㈱,通常,15.456,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,391,2,ボルカインAX注入軟膏(自社),キリン堂,465,リドカイン(DELTA),DELTA,通常,2.208,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,391,2,ボルカインAX注入軟膏(自社),キリン堂,50,アラントイン,川研ファインケミカル㈱,通常,0.7507,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,391,2,ボルカインAX注入軟膏(自社),キリン堂,58,イソプロピルメチルフェノール(化学品名:O-シメン-5-オール),大阪化成㈱,通常,0.0736,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,391,2,ボルカインAX注入軟膏(自社),キリン堂,679,トコフェロール酢酸エステル(三菱ケミカル),三菱ケミカル㈱(NHU),補正対象,2.274,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,391,3,ボルカインAX注入軟膏(自社),キリン堂,133,クエン酸水和物,昭和化工㈱(南さつま工場),通常,0.23,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,391,3,ボルカインAX注入軟膏(自社),キリン堂,315,MIGLYOL 812N  中性油,綿半トレーディング㈱,通常,26.45,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,391,3,ボルカインAX注入軟膏(自社),キリン堂,355,白色ワセリン,小城製薬㈱,通常,13.8,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,391,3,ボルカインAX注入軟膏(自社),キリン堂,359,（使用終了）ハッカ油,小城製薬㈱,通常,0.17,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,391,3,ボルカインAX注入軟膏(自社),キリン堂,402,プレドニゾロン酢酸エステル,Henan Lihua,通常,0.1184,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,391,3,ボルカインAX注入軟膏(自社),キリン堂,421,HCO-60(医薬用)(ポリオキシエチレン硬化ヒマシ油),日本サーファクタント工業㈱,通常,1.495,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,391,3,ボルカインAX注入軟膏(自社),キリン堂,422,BC-15(ポリオキシエチレンセチルエーテル),日本サーファクタント工業㈱,通常,5.75,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,391,3,ボルカインAX注入軟膏(自社),キリン堂,429,マクロゴール 400,日油㈱,通常,117.103,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,391,3,ボルカインAX注入軟膏(自社),キリン堂,430,マクロゴール 4000(日油),日油㈱,通常,48.3,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,391,3,ボルカインAX注入軟膏(自社),キリン堂,465,リドカイン(DELTA),DELTA,通常,6.9,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,391,3,ボルカインAX注入軟膏(自社),キリン堂,50,アラントイン,川研ファインケミカル㈱,通常,2.3459,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,391,3,ボルカインAX注入軟膏(自社),キリン堂,58,イソプロピルメチルフェノール(化学品名:O-シメン-5-オール),大阪化成㈱,通常,0.23,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,391,3,ボルカインAX注入軟膏(自社),キリン堂,679,トコフェロール酢酸エステル(三菱ケミカル),三菱ケミカル㈱(NHU),補正対象,7.1063,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,391,4,ボルカインAX注入軟膏(自社),キリン堂,133,クエン酸水和物,昭和化工㈱(南さつま工場),通常,0.23,前添,えき工場2F,1,,使用中,【品証チェック済】ハッカ油(鈴木薄荷)メーカー変更
ゆめが丘工場,391,4,ボルカインAX注入軟膏(自社),キリン堂,315,MIGLYOL 812N  中性油,綿半トレーディング㈱,通常,26.45,前添,えき工場2F,1,,使用中,【品証チェック済】ハッカ油(鈴木薄荷)メーカー変更
ゆめが丘工場,391,4,ボルカインAX注入軟膏(自社),キリン堂,355,白色ワセリン,小城製薬㈱,通常,13.8,前添,えき工場2F,1,,使用中,【品証チェック済】ハッカ油(鈴木薄荷)メーカー変更
ゆめが丘工場,391,4,ボルカインAX注入軟膏(自社),キリン堂,402,プレドニゾロン酢酸エステル,Henan Lihua,通常,0.1185,前添,えき工場2F,1,,使用中,【品証チェック済】ハッカ油(鈴木薄荷)メーカー変更
ゆめが丘工場,391,4,ボルカインAX注入軟膏(自社),キリン堂,421,HCO-60(医薬用)(ポリオキシエチレン硬化ヒマシ油),日本サーファクタント工業㈱,通常,1.495,前添,えき工場2F,1,,使用中,【品証チェック済】ハッカ油(鈴木薄荷)メーカー変更
ゆめが丘工場,391,4,ボルカインAX注入軟膏(自社),キリン堂,422,BC-15(ポリオキシエチレンセチルエーテル),日本サーファクタント工業㈱,通常,5.75,前添,えき工場2F,1,,使用中,【品証チェック済】ハッカ油(鈴木薄荷)メーカー変更
ゆめが丘工場,391,4,ボルカインAX注入軟膏(自社),キリン堂,429,マクロゴール 400,日油㈱,通常,117.104,前添,えき工場2F,1,,使用中,【品証チェック済】ハッカ油(鈴木薄荷)メーカー変更
ゆめが丘工場,391,4,ボルカインAX注入軟膏(自社),キリン堂,430,マクロゴール 4000(日油),日油㈱,通常,48.3,前添,えき工場2F,1,,使用中,【品証チェック済】ハッカ油(鈴木薄荷)メーカー変更
ゆめが丘工場,391,4,ボルカインAX注入軟膏(自社),キリン堂,465,リドカイン(DELTA),DELTA,通常,6.9,前添,えき工場2F,1,,使用中,【品証チェック済】ハッカ油(鈴木薄荷)メーカー変更
ゆめが丘工場,391,4,ボルカインAX注入軟膏(自社),キリン堂,50,アラントイン,川研ファインケミカル㈱,通常,2.346,前添,えき工場2F,1,,使用中,【品証チェック済】ハッカ油(鈴木薄荷)メーカー変更
ゆめが丘工場,391,4,ボルカインAX注入軟膏(自社),キリン堂,58,イソプロピルメチルフェノール(化学品名:O-シメン-5-オール),大阪化成㈱,通常,0.23,前添,えき工場2F,1,,使用中,【品証チェック済】ハッカ油(鈴木薄荷)メーカー変更
ゆめが丘工場,391,4,ボルカインAX注入軟膏(自社),キリン堂,651,ハッカ油,鈴木薄荷㈱,通常,0.17,前添,えき工場2F,1,,使用中,【品証チェック済】ハッカ油(鈴木薄荷)メーカー変更
ゆめが丘工場,391,4,ボルカインAX注入軟膏(自社),キリン堂,679,トコフェロール酢酸エステル(三菱ケミカル),三菱ケミカル㈱(NHU),通常,7.107,前添,えき工場2F,1,,使用中,【品証チェック済】ハッカ油(鈴木薄荷)メーカー変更
ゆめが丘工場,391,5,ボルカインAX注入軟膏(自社),キリン堂,133,クエン酸水和物,昭和化工㈱(南さつま工場),通常,0.23,前添,えき工場2F,1,,使用中,【品証チェック済】スノーV(カネダ)
ゆめが丘工場,391,5,ボルカインAX注入軟膏(自社),キリン堂,315,MIGLYOL 812N  中性油,綿半トレーディング㈱,通常,26.45,前添,えき工場2F,1,,使用中,【品証チェック済】スノーV(カネダ)
ゆめが丘工場,391,5,ボルカインAX注入軟膏(自社),キリン堂,402,プレドニゾロン酢酸エステル,Henan Lihua,通常,0.1185,前添,えき工場2F,1,,使用中,【品証チェック済】スノーV(カネダ)
ゆめが丘工場,391,5,ボルカインAX注入軟膏(自社),キリン堂,421,HCO-60(医薬用)(ポリオキシエチレン硬化ヒマシ油),日本サーファクタント工業㈱,通常,1.495,前添,えき工場2F,1,,使用中,【品証チェック済】スノーV(カネダ)
ゆめが丘工場,391,5,ボルカインAX注入軟膏(自社),キリン堂,422,BC-15(ポリオキシエチレンセチルエーテル),日本サーファクタント工業㈱,通常,5.75,前添,えき工場2F,1,,使用中,【品証チェック済】スノーV(カネダ)
ゆめが丘工場,391,5,ボルカインAX注入軟膏(自社),キリン堂,429,マクロゴール 400,日油㈱,通常,117.104,前添,えき工場2F,1,,使用中,【品証チェック済】スノーV(カネダ)
ゆめが丘工場,391,5,ボルカインAX注入軟膏(自社),キリン堂,430,マクロゴール 4000(日油),日油㈱,通常,48.3,前添,えき工場2F,1,,使用中,【品証チェック済】スノーV(カネダ)
ゆめが丘工場,391,5,ボルカインAX注入軟膏(自社),キリン堂,465,リドカイン(DELTA),DELTA,通常,6.9,前添,えき工場2F,1,,使用中,【品証チェック済】スノーV(カネダ)
ゆめが丘工場,391,5,ボルカインAX注入軟膏(自社),キリン堂,50,アラントイン,川研ファインケミカル㈱,通常,2.346,前添,えき工場2F,1,,使用中,【品証チェック済】スノーV(カネダ)
ゆめが丘工場,391,5,ボルカインAX注入軟膏(自社),キリン堂,58,イソプロピルメチルフェノール(化学品名:O-シメン-5-オール),大阪化成㈱,通常,0.23,前添,えき工場2F,1,,使用中,【品証チェック済】スノーV(カネダ)
ゆめが丘工場,391,5,ボルカインAX注入軟膏(自社),キリン堂,651,ハッカ油,鈴木薄荷㈱,通常,0.17,前添,えき工場2F,1,,使用中,【品証チェック済】スノーV(カネダ)
ゆめが丘工場,391,5,ボルカインAX注入軟膏(自社),キリン堂,679,トコフェロール酢酸エステル(三菱ケミカル),三菱ケミカル㈱(NHU),通常,7.107,前添,えき工場2F,1,,使用中,【品証チェック済】スノーV(カネダ)
ゆめが丘工場,391,5,ボルカインAX注入軟膏(自社),キリン堂,775,白色ワセリン(スノーV),カネダ㈱,通常,13.8,前添,ひかり工場,1,,使用中,【品証チェック済】スノーV(カネダ)
ゆめが丘工場,393,1,ビタトレールA注入軟膏,メディスンプラス,133,クエン酸水和物,昭和化工㈱(南さつま工場),通常,0.0736,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,393,1,ビタトレールA注入軟膏,メディスンプラス,315,MIGLYOL 812N  中性油,綿半トレーディング㈱,通常,8.464,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,393,1,ビタトレールA注入軟膏,メディスンプラス,355,白色ワセリン,小城製薬㈱,通常,4.416,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,393,1,ビタトレールA注入軟膏,メディスンプラス,359,（使用終了）ハッカ油,小城製薬㈱,通常,0.0544,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,393,1,ビタトレールA注入軟膏,メディスンプラス,402,プレドニゾロン酢酸エステル,Henan Lihua,通常,0.0379,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,393,1,ビタトレールA注入軟膏,メディスンプラス,421,HCO-60(医薬用)(ポリオキシエチレン硬化ヒマシ油),日本サーファクタント工業㈱,通常,0.4784,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,393,1,ビタトレールA注入軟膏,メディスンプラス,422,BC-15(ポリオキシエチレンセチルエーテル),日本サーファクタント工業㈱,通常,1.84,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,393,1,ビタトレールA注入軟膏,メディスンプラス,429,マクロゴール 400,日油㈱,通常,37.473,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,393,1,ビタトレールA注入軟膏,メディスンプラス,430,マクロゴール 4000(日油),日油㈱,通常,15.456,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,393,1,ビタトレールA注入軟膏,メディスンプラス,465,リドカイン(DELTA),DELTA,通常,2.208,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,393,1,ビタトレールA注入軟膏,メディスンプラス,50,アラントイン,川研ファインケミカル㈱,通常,0.7507,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,393,1,ビタトレールA注入軟膏,メディスンプラス,58,イソプロピルメチルフェノール(化学品名:O-シメン-5-オール),大阪化成㈱,通常,0.0736,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,393,1,ビタトレールA注入軟膏,メディスンプラス,679,トコフェロール酢酸エステル(三菱ケミカル),三菱ケミカル㈱(NHU),補正対象,2.274,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,393,2,ビタトレールA注入軟膏,メディスンプラス,133,クエン酸水和物,昭和化工㈱(南さつま工場),通常,0.0736,前添,ひかり工場,1,,使用終了,(使用終了)ハッカ油(鈴木薄荷)メーカー変更
ゆめが丘工場,393,2,ビタトレールA注入軟膏,メディスンプラス,315,MIGLYOL 812N  中性油,綿半トレーディング㈱,通常,8.464,前添,ひかり工場,1,,使用終了,(使用終了)ハッカ油(鈴木薄荷)メーカー変更
ゆめが丘工場,393,2,ビタトレールA注入軟膏,メディスンプラス,355,白色ワセリン,小城製薬㈱,通常,4.416,前添,ひかり工場,1,,使用終了,(使用終了)ハッカ油(鈴木薄荷)メーカー変更
ゆめが丘工場,393,2,ビタトレールA注入軟膏,メディスンプラス,402,プレドニゾロン酢酸エステル,Henan Lihua,通常,0.0379,前添,ひかり工場,1,,使用終了,(使用終了)ハッカ油(鈴木薄荷)メーカー変更
ゆめが丘工場,393,2,ビタトレールA注入軟膏,メディスンプラス,421,HCO-60(医薬用)(ポリオキシエチレン硬化ヒマシ油),日本サーファクタント工業㈱,通常,0.4784,前添,ひかり工場,1,,使用終了,(使用終了)ハッカ油(鈴木薄荷)メーカー変更
ゆめが丘工場,393,2,ビタトレールA注入軟膏,メディスンプラス,422,BC-15(ポリオキシエチレンセチルエーテル),日本サーファクタント工業㈱,通常,1.84,前添,ひかり工場,1,,使用終了,(使用終了)ハッカ油(鈴木薄荷)メーカー変更
ゆめが丘工場,393,2,ビタトレールA注入軟膏,メディスンプラス,429,マクロゴール 400,日油㈱,通常,37.473,前添,ひかり工場,1,,使用終了,(使用終了)ハッカ油(鈴木薄荷)メーカー変更
ゆめが丘工場,393,2,ビタトレールA注入軟膏,メディスンプラス,430,マクロゴール 4000(日油),日油㈱,通常,15.456,前添,ひかり工場,1,,使用終了,(使用終了)ハッカ油(鈴木薄荷)メーカー変更
ゆめが丘工場,393,2,ビタトレールA注入軟膏,メディスンプラス,465,リドカイン(DELTA),DELTA,通常,2.208,前添,ひかり工場,1,,使用終了,(使用終了)ハッカ油(鈴木薄荷)メーカー変更
ゆめが丘工場,393,2,ビタトレールA注入軟膏,メディスンプラス,50,アラントイン,川研ファインケミカル㈱,通常,0.7507,前添,ひかり工場,1,,使用終了,(使用終了)ハッカ油(鈴木薄荷)メーカー変更
ゆめが丘工場,393,2,ビタトレールA注入軟膏,メディスンプラス,58,イソプロピルメチルフェノール(化学品名:O-シメン-5-オール),大阪化成㈱,通常,0.0736,前添,ひかり工場,1,,使用終了,(使用終了)ハッカ油(鈴木薄荷)メーカー変更
ゆめが丘工場,393,2,ビタトレールA注入軟膏,メディスンプラス,651,ハッカ油,鈴木薄荷㈱,通常,0.0544,前添,ひかり工場,1,,使用終了,(使用終了)ハッカ油(鈴木薄荷)メーカー変更
